locus_tag,gene_name,accession,old_locus_tag,start,end,strand,gene_product,COG,uniprot,operon
cg3011,groEL,BX927147.1,,2862202.0,2863848.0,-,Chaperonin cpn60 (60Kd subunit),"Post-translational modification, protein turnover, and chaperones",,Op1770
cg3012,cg3012,BX927147.1,,2864056.0,2864238.0,-,putative membrane protein,No COG annotation,,Op1771
cg3013,cg3013,BX927147.1,,2864235.0,2865446.0,-,hypothetical protein predicted by Glimmer/Critica,Function unknown,,Op1771
cg3014,cg3014,BX927147.1,,2865443.0,2866408.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1771
cg3015,cg3015,BX927147.1,,2866405.0,2868369.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1771
cg3016,cg3016,BX927147.1,,2868377.0,2870833.0,-,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1771
cg3017,cg3017,BX927147.1,,2870833.0,2873634.0,-,putative membrane protein,No COG annotation,,Op1771
cg3018,cg3018,BX927147.1,,2873635.0,2877228.0,-,hypothetical protein predicted by Glimmer/Critica,Function unknown,,Op1771
cg3019,cg3019,BX927147.1,,2877269.0,2879950.0,-,putative secreted protein,Function unknown,,Op1771
cg3020,cg3020,BX927147.1,,2879944.0,2880558.0,-,putative membrane protein,No COG annotation,,Op1771
cg3021,cg3021,BX927147.1,,2880823.0,2882196.0,+,Peptidase M20/M25/M40 family,Amino acid transport and metabolism,,Op1772
cg3022,cg3022,BX927147.1,,2882539.0,2883099.0,+,Acetyl-CoA acetyltransferase,Amino acid transport and metabolism,,Op1773
cg3024,mrpA,BX927147.1,,2883480.0,2886539.0,+,NADH ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter%2C A subunit,Energy production and conversion,,Op1774
cg3025,mrpC,BX927147.1,,2886543.0,2887034.0,+,MULTISUBUNIT NA+/H+ ANTIPORTER INVOLVED IN PH REGULATION,Inorganic ion transport and metabolism,,Op1774
cg3026,mrpD,BX927147.1,,2887027.0,2888727.0,+,NADH-ubiquinone oxidoreductase/Multisubunit Na+/H+ antiporter%2C D subunit,Energy production and conversion,,Op1774
cg3027,mrpE,BX927147.1,,2888724.0,2889233.0,+,Multisubunit Na+/H+ antiporter%2C subunit E,Inorganic ion transport and metabolism,,Op1774
cg3028,mrpF,BX927147.1,,2889237.0,2889512.0,+,Multisubunit Na+/H+ antiporter%2C F subunit,Inorganic ion transport and metabolism,,Op1774
cg3029,mrpG,BX927147.1,,2889513.0,2889893.0,+,Multisubunit Na+/H+ antiporter%2C G subunit,Inorganic ion transport and metabolism,,Op1774
cg3030,cg3030,BX927147.1,,2890329.0,2890928.0,-,Predicted hydrolase or acyltransferase (alpha/beta hydrolase superfamily),Function unknown,,Op1775
cg3031,cg3031,BX927147.1,,2890935.0,2892065.0,-,conserved hypothetical protein,Coenzyme transport and metabolism,,Op1775
cg3032,cg3032,BX927147.1,,2892124.0,2892717.0,-,putative secreted protein,Function unknown,,Op1776
cg3033,cg3033,BX927147.1,,2892795.0,2893007.0,-,conserved hypothetical protein,Function unknown,,Op1776
cg3034,def1,BX927147.1,,2893023.0,2893604.0,+,POLYPEPTIDE DEFORMYLASE,"Translation, ribosomal structure and biogenesis",,Op1777
cg3035,cg3035,BX927147.1,,2893594.0,2894601.0,+,acetyltransferase,Transcription,,Op1777
cg3036,xthA,BX927147.1,,2894628.0,2895419.0,+,EXODEOXYRIBONUCLEASE III,"Replication, recombination and repair",,Op1777
cg3037,cls,BX927147.1,,2895426.0,2896928.0,+,CARDIOLIPIN SYNTHETASE,Lipid transport and metabolism,,Op1777
cg3038,cg3038,BX927147.1,,2897259.0,2898455.0,-,Permease of the major facilitator superfamilyynebacterium glutamicum],Amino acid transport and metabolism,,Op1778
cg3039,cg3039,BX927147.1,,2898705.0,2900015.0,+,Na+/phosphate symporter,Inorganic ion transport and metabolism,,Op1779
cg3040,cg3040,BX927147.1,,2900012.0,2900854.0,-,Predicted epimerase%2C PhzC/PhzF homolog,Function unknown,,Op1780
cg3041,cg3041,BX927147.1,,2900856.0,2901614.0,-,ABC-type multidrug transport system%2C permease component,Function unknown,,Op1780
cg3042,cg3042,BX927147.1,,2901607.0,2902539.0,-,ABC-type multidrug transport system%2C ATPase component,Defense mechanisms,,Op1780
cg3043,cg3043,BX927147.1,,2902561.0,2903055.0,-,NTP pyrophosphohydrolase/oxidative damage repair enzyme,Nucleotide transport and metabolism,,Op1780
cg3044,cg3044,BX927147.1,,2903175.0,2904647.0,+,putative membrane protein,Signal transduction mechanisms,,Op1781
cg3045,cg3045,BX927147.1,,2904648.0,2905682.0,+,ABC-type amino acid transport system%2C secreted component,Amino acid transport and metabolism,,Op1781
cg3046,pknG,BX927147.1,,2905672.0,2908140.0,+,Serine/threonine protein kinase,Transcription,,Op1781
cg3047,ackA,BX927147.1,,2908620.0,2909813.0,-,ACETATE KINASE,Nucleotide transport and metabolism,,Op1782
cg3048,pta,BX927147.1,,2909813.0,2911198.0,-,PHOSPHATE ACETYLTRANSFERASE,Energy production and conversion,,Op1782
cg3049,fprA,BX927147.1,,2911711.0,2913078.0,+,PUTATIVE FERREDOXIN/FERREDOXIN-NADP REDUCTASE,Amino acid transport and metabolism,,Op1783
cg3050,cg3050,BX927147.1,,2913213.0,2913761.0,+,acyltransferase,Function unknown,,Op1784
cg3051,cg3051,BX927147.1,,2913750.0,2914760.0,-,putative secreted protein,No COG annotation,,Op1785
cg3052,cg3052,BX927147.1,,2914775.0,2915806.0,-,putative secreted protein,No COG annotation,,Op1785
cg3053,cg3053,BX927147.1,,2915912.0,2916313.0,-,Permease of the major facilitator superfamily,No COG annotation,,Op1786
cg3054,purT,BX927147.1,,2916315.0,2917541.0,-,PHOSPHORIBOSYLGLYCINAMIDE FORMYLTRANSFERASE,Nucleotide transport and metabolism,,Op1786
cg3057,cg3057,BX927147.1,,2918942.0,2919709.0,-,putative secreted protein,Function unknown,,Op1787
cg3058,tnp8b(ISCg8a),BX927147.1,,2920001.0,2920897.0,-,transposase,"Replication, recombination and repair",,Op1788
cg3059,tnp8a(ISCg8a),BX927147.1,,2920923.0,2921192.0,-,transposase,"Replication, recombination and repair",,Op1789
cg3060,cgtS6,BX927147.1,,2921352.0,2922494.0,-,probable two component sensor kinase,Signal transduction mechanisms,,Op1790
cg3061,cgtR6,BX927147.1,,2922568.0,2923188.0,-,putative two component response regulator,Transcription,,Op1791
cg3063,purA,BX927147.1,,2923737.0,2925029.0,-,ADENYLOSUCCINATE SYNTHETASE,Nucleotide transport and metabolism,,Op1792
cg3065,cg3065,BX927147.1,,2925230.0,2926000.0,+,conserved hypothetical protein,Lipid transport and metabolism,,Op1793
cg3066,cg3066,BX927147.1,,2926015.0,2926281.0,+,putative membrane protein,Energy production and conversion,,Op1793
cg3067,cg3067,BX927147.1,,2926278.0,2927447.0,-,putative membrane protein,Function unknown,,Op1794
cg3068,fda,BX927147.1,,2927544.0,2928578.0,-,fructose-bisphosphate aldolase,Carbohydrate transport and metabolism,,Op1795
cg3069,cg3069,BX927147.1,,2928826.0,2930043.0,-,conserved hypothetical protein,Carbohydrate transport and metabolism,,Op1796
cg3070,cg3070,BX927147.1,,2930133.0,2930801.0,-,SPOU RRNA METHYLASE FAMILY PROTEIN,"Translation, ribosomal structure and biogenesis",,Op1797
cg3071,pyrE,BX927147.1,,2930788.0,2931342.0,-,OROTATE PHOSPHORIBOSYLTRANSFERASE,Nucleotide transport and metabolism,,Op1797
cg3072,cg3072,BX927147.1,,2931442.0,2932791.0,-,putative secreted or membrane protein,No COG annotation,,Op1798
cg3073,sseA1,BX927147.1,,2932823.0,2933647.0,-,PROBABLE THIOSULFATE SULFURTRANSFERASE PROTEIN,Inorganic ion transport and metabolism,,Op1799
cg3074,cg3074,BX927147.1,,2933771.0,2934493.0,-,Predicted transcriptional regulator,No COG annotation,,Op1800
cg3075,cmr,BX927147.1,,2934648.0,2936027.0,+,MULTIDRUG RESISTANCE PROTEIN,Energy production and conversion,,Op1801
cg3077,cg3077,BX927147.1,,2936033.0,2936314.0,-,putative membrane protein,No COG annotation,,Op1802
cg3078,cg3078,BX927147.1,,2936501.0,2936902.0,-,hypothetical protein predicted by Glimmer/Critica,Function unknown,,Op1803
cg3079,clpB,BX927147.1,,2936909.0,2939467.0,-,PROBABLE ATP-DEPENDENT PROTEASE (HEAT SHOCK PROTEIN),"Post-translational modification, protein turnover, and chaperones",,Op1803
cg3080,cg3080,BX927147.1,,2939761.0,2941110.0,-,Na+/glutamate symporter,Amino acid transport and metabolism,,Op1804
cg3082,cg3082,BX927147.1,,2941754.0,2942098.0,+,Bacterial regulatory proteins%2C ArsR family,Transcription,,Op1805
cg3083,cg3083,BX927147.1,,2942095.0,2943117.0,+,Predicted Co/Zn/Cd cation transporter,Inorganic ion transport and metabolism,,Op1805
cg3084,cg3084,BX927147.1,,2943140.0,2944312.0,+,Predicted flavoprotein involved in K+ transport,Inorganic ion transport and metabolism,,Op1805
cg3085,cg3085,BX927147.1,,2944323.0,2945366.0,+,ALKANAL MONOOXYGENASE ALPHA CHAIN,Energy production and conversion,,Op1805
cg3086,cg3086,BX927147.1,,2945363.0,2946511.0,-,putative L%2CL-Cystathionine gamma-Lyase,Amino acid transport and metabolism,,Op1806
cg3087,cg3087,BX927147.1,,2946533.0,2947102.0,-,Bacterial regulatory protein%2C LacI family,Transcription,,Op1806
cg3088,arr',BX927147.1,,2947267.0,2947509.0,+,RIFAMPIN ADP-RIBOSYL TRANSFERASE (N-terminal fragment),Function unknown,,Op1807
cg3089,'arr,BX927147.1,,2947506.0,2947691.0,+,RIFAMPIN ADP-RIBOSYL TRANSFERASE (C-terminal fragment),Function unknown,,Op1808
cg3090,cg3090,BX927147.1,,2947773.0,2948900.0,+,conserved hypothetical protein,Function unknown,,Op1809
cg3091,cg3091,BX927147.1,,2948860.0,2949669.0,+,conserved hypothetical protein,Function unknown,,Op1809
cg3092,cg3092,BX927147.1,,2949926.0,2951083.0,+,2-polyprenylphenol hydroxylase or related flavodoxin oxidoreductase,Energy production and conversion,,Op1810
cg3093,cg3093,BX927147.1,,2951150.0,2951950.0,-,Carbon-nitrogen hydrolase,Function unknown,,Op1811
cg3094,cg3094,BX927147.1,,2952043.0,2952288.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1812
cg3095,cg3095,BX927147.1,,2952288.0,2953424.0,+,conserved hypothetical protein,Function unknown,,Op1812
cg3096,cg3096,BX927147.1,,2953484.0,2955004.0,-,ALDEHYDE DEHYDROGENASE,Energy production and conversion,,Op1813
cg3097,hspR,BX927147.1,,2955326.0,2955766.0,-,TRANSCRIPTIONAL REGULATOR MERR FAMILY,Transcription,,Op1814
cg3098,dnaJ,BX927147.1,,2955798.0,2956985.0,-,CHAPERONE WITH DNAK%2C HEAT SHOCK PROTEIN (DNAJ PROTEIN),"Post-translational modification, protein turnover, and chaperones",,Op1814
cg3099,grpE,BX927147.1,,2957190.0,2957846.0,-,Molecular chaperone GrpE (heat shock protein),"Post-translational modification, protein turnover, and chaperones",,Op1815
cg3100,dnaK,BX927147.1,,2957847.0,2959703.0,-,Heat shock protein hsp70,"Post-translational modification, protein turnover, and chaperones",,Op1815
cg3101,cg3101,BX927147.1,,2960043.0,2961473.0,+,Predicted permease,Function unknown,,Op1816
cg3102,cg3102,BX927147.1,,2961517.0,2962152.0,-,secreted nucleoside phosphorylase,Nucleotide transport and metabolism,,Op1817
cg3103,cg3103,BX927147.1,,2962149.0,2963255.0,-,conserved hypothetical protein,Function unknown,,Op1818
cg3104,cg3104,BX927147.1,,2963257.0,2966592.0,-,ATPase involved in DNA repair,Function unknown,,Op1818
cg3105,cg3105,BX927147.1,,2966589.0,2967227.0,-,hypothetical protein predicted by Glimmer/Critica,Function unknown,,Op1818
cg3106,cg3106,BX927147.1,,2967224.0,2968711.0,-,conserved hypothetical protein,"Cell cycle control, cell division, chromosome partitioning",,Op1818
cg3107,adhA,BX927147.1,,2969050.0,2970087.0,-,Zn-dependent alcohol dehydrogenase,Energy production and conversion,,Op1819
cg3108,cg3108,BX927147.1,,2970441.0,2970587.0,-,putative secreted protein,No COG annotation,,Op1820
cg4002,cg4002,BX927147.1,,2970457.0,2970675.0,+,hypothetical protein,No COG annotation,,Op1821
cg3109,cg3109,BX927147.1,,2970784.0,2970993.0,-,putative membrane protein,No COG annotation,,Op1822
cg3110,cg3110,BX927147.1,,2970994.0,2971185.0,+,SLIGHTLY SIMILAR TO AQUAPORIN,No COG annotation,,Op1823
cg3111,cg3111,BX927147.1,,2971266.0,2971406.0,-,putative secreted protein,No COG annotation,,Op1824
cg3112,cg3112,BX927147.1,,2971831.0,2972760.0,-,Predicted permease,Function unknown,,Op1825
cg3113,cg3113,BX927147.1,,2972781.0,2973506.0,-,conserved hypothetical protein,Function unknown,,Op1825
cg3114,cysN,BX927147.1,,2973544.0,2974845.0,-,Sulfate Adenyltransferase Subunit 1,Coenzyme transport and metabolism,,Op1825
cg3115,cysD,BX927147.1,,2974845.0,2975759.0,-,Sulfate Adenylyltransferase Subunit 2,Coenzyme transport and metabolism,,Op1825
cg3116,cysH,BX927147.1,,2975756.0,2976541.0,-,Phosphoadenosine-Phosphosulfate Reductase,Amino acid transport and metabolism,,Op1825
cg3117,cg3117,BX927147.1,,2976538.0,2976786.0,-,conserved hypothetical protein,No COG annotation,,Op1826
cg3118,cysI,BX927147.1,,2976783.0,2978468.0,-,Sulfite Reductase (Hemoprotein),Energy production and conversion,,Op1827
cg3119,cysJ,BX927147.1,,2978851.0,2980224.0,+,Probable Sulfite Reductase (Flavoprotein),Amino acid transport and metabolism,,Op1828
cg3120,cg3120,BX927147.1,,2980297.0,2981685.0,+,conserved hypothetical protein,Function unknown,,Op1829
cg3121,cg3121,BX927147.1,,2981756.0,2981995.0,-,putative membrane protein,No COG annotation,,Op1830
cg3122,phnB1,BX927147.1,,2982052.0,2982468.0,-,UNCHARACTERIZED PROTEIN%2C HOMOLOG OF PHNB E.COLI,Function unknown,,Op1831
cg3124,cg3124,BX927147.1,,2982548.0,2982916.0,+,conserved hypothetical protein,Function unknown,,Op1832
cg3125,cg3125,BX927147.1,,2983013.0,2984545.0,-,putative membrane protein,Function unknown,,Op1833
cg3126,cg3126,BX927147.1,,2984545.0,2985111.0,-,putative membrane protein,Function unknown,,Op1833
cg3127,cg3127,BX927147.1,,2985111.0,2986115.0,-,putative membrane protein,Function unknown,,Op1833
cg3128,cg3128,BX927147.1,,2986409.0,2987143.0,-,ABC-type transport system%2C ATPase component,Function unknown,,Op1834
cg3129,cg3129,BX927147.1,,2987140.0,2987862.0,-,ABC-type transport system%2C ATPase component,Function unknown,,Op1834
cg3130,cg3130,BX927147.1,,2987922.0,2989133.0,+,Permease of the major facilitator superfamily,Amino acid transport and metabolism,,Op1835
cg3131,cg3131,BX927147.1,,2989130.0,2990455.0,-,Acetylornithine deacetylase or related deacylase,Amino acid transport and metabolism,,Op1836
cg3132,cg3132,BX927147.1,,2990790.0,2992529.0,+,putative membrane protein,Energy production and conversion,,Op1837
cg3133,cg3133,BX927147.1,,2992845.0,2993873.0,-,ABC-type cobalt transport system%2C ATPase component,Inorganic ion transport and metabolism,,Op1838
cg3134,cg3134,BX927147.1,,2993864.0,2994508.0,-,ABC-type cobalt transport system%2C permease component,Inorganic ion transport and metabolism,,Op1838
cg3135,cg3135,BX927147.1,,2994511.0,2995299.0,-,putative membrane protein,Signal transduction mechanisms,,Op1838
cg3136,cg3136,BX927147.1,,2995416.0,2996234.0,-,Nitroreductase,Energy production and conversion,,Op1839
cg3137,iunH1,BX927147.1,,2996301.0,2997206.0,-,INOSINE-URIDINE PREFERRING NUCLEOSIDE HYDROLASE,Nucleotide transport and metabolism,,Op1840
cg3138,cg3138,BX927147.1,,2997685.0,2998662.0,+,Membrane protease subunit%2C stomatin/prohibitin homolog,"Post-translational modification, protein turnover, and chaperones",,Op1841
cg3139,cg3139,BX927147.1,,2998667.0,2998861.0,+,conserved hypothetical protein,No COG annotation,,Op1841
cg3140,tagA1,BX927147.1,,2998858.0,2999448.0,+,PROBABLE DNA-3-METHYLADENINE GLYCOSYLASE I PROTEIN,"Replication, recombination and repair",,Op1841
cg3141,hmp,BX927147.1,,2999445.0,3000605.0,-,FLAVOHEMOPROTEIN,Energy production and conversion,,Op1842
cg3142,cg3142,BX927147.1,,3000867.0,3001472.0,+,putative membrane protein,Function unknown,,Op1843
cg3143,cg3143,BX927147.1,,3001574.0,3002200.0,+,putative secreted protein,Function unknown,,Op1844
cg3144,'bglG,BX927147.1,,3002187.0,3002777.0,-,Transcriptional antiterminator-fragment,Transcription,,Op1845
cg3145,cg3145,BX927147.1,,3002810.0,3003091.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1846
cg3146,'bglY',BX927147.1,,3003005.0,3003367.0,-,BETA-GLUCOSIDASE-fragment,Carbohydrate transport and metabolism,,Op1845
cg3147,'bglY',BX927147.1,,3003404.0,3003595.0,-,BETA-GLUCOSIDASE-fragment,Carbohydrate transport and metabolism,,Op1845
cg3148,cg3148,BX927147.1,,3003461.0,3003844.0,+,ABC-type cobalamin/Fe3+-siderophores transport system%2C ATPase component,Coenzyme transport and metabolism,,Op1847
cg3149,cg3149,BX927147.1,,3003975.0,3005288.0,+,Aminotransferases class-I,Amino acid transport and metabolism,,Op1848
cg3153,cg3153,BX927147.1,,3007487.0,3008746.0,+,putative membrane protein,Function unknown,,Op1849
cg3154,udgA2,BX927147.1,,3008743.0,3010062.0,-,UDP-GLUCOSE 6-DEHYDROGENASE,Cell wall/membrane/envelope biogenesis,,Op1850
cg3155,dcd,BX927147.1,,3010148.0,3010717.0,-,DEOXYCYTIDINE TRIPHOSPHATE DEAMINASE,Nucleotide transport and metabolism,,Op1851
cg3156,cg3156,BX927147.1,,3011478.0,3012251.0,+,putative secreted protein,Cell wall/membrane/envelope biogenesis,,Op1852
cg3157,cg3157,BX927147.1,,3012296.0,3013987.0,-,putative secreted protein,Defense mechanisms,,Op1853
cg3158,nagA2,BX927147.1,,3014051.0,3015208.0,-,BETA-N-ACETYLGLUCOSAMINIDASE PRECURSOR,Carbohydrate transport and metabolism,,Op1854
cg3159,cg3159,BX927147.1,,3015300.0,3015746.0,+,Universal stress protein UspA or related nucleotide-binding proteins,Signal transduction mechanisms,,Op1855
cg3160,cg3160,BX927147.1,,3015809.0,3016012.0,+,putative secreted protein,Function unknown,,Op1856
cg3161,cg3161,BX927147.1,,3016074.0,3019097.0,+,putative membrane protein,Lipid transport and metabolism,,Op1857
cg3162,cg3162,BX927147.1,,3019102.0,3019299.0,+,hypothetical protein,No COG annotation,,Op1858
cg3163,cg3163,BX927147.1,,3019425.0,3020495.0,-,PROBABLE ACYLTRANSFERASE,Lipid transport and metabolism,,Op1859
cg3164,cg3164,BX927147.1,,3020539.0,3021357.0,+,putative secreted or membrane protein,Function unknown,,Op1860
cg3165,cg3165,BX927147.1,,3021364.0,3022788.0,+,putative membrane protein,No COG annotation,,Op1860
cg3166,cg3166,BX927147.1,,3022759.0,3023862.0,-,glycosyltransferase,Cell wall/membrane/envelope biogenesis,,Op1861
cg3167,cg3167,BX927147.1,,3023909.0,3024499.0,+,hypothetical protein predicted by Glimmer/Critica,No COG annotation,,Op1862
cg3168,cg3168,BX927147.1,,3024500.0,3025273.0,+,SAM-dependent methyltransferase,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1862
cg3169,pck,BX927147.1,,3025365.0,3027197.0,-,PROBABLE PHOSPHOENOLPYRUVATE CARBOXYKINASE PROTEIN,Coenzyme transport and metabolism,,Op1863
cg3170,cg3170,BX927147.1,,3028059.0,3029078.0,+,Tellurite resistance protein or related permease,Inorganic ion transport and metabolism,,Op1864
cg3172,cg3172,BX927147.1,,3029173.0,3029940.0,+,SAM-dependent methyltransferase,"Translation, ribosomal structure and biogenesis",,Op1865
cg3173,cg3173,BX927147.1,,3029940.0,3030626.0,+,conserved hypothetical protein,Function unknown,,Op1865
cg3174,mmpL1,BX927147.1,,3030634.0,3032952.0,+,exporter of the MMPL family,Function unknown,,Op1865
cg3175,cg3175,BX927147.1,,3032957.0,3034042.0,+,putative membrane protein,Function unknown,,Op1865
cg3176,cg3176,BX927147.1,,3034039.0,3034404.0,+,putative membrane protein,Function unknown,,Op1865
cg3177,pccB,BX927147.1,,3034683.0,3036233.0,-,PROPIONYL-COA CARBOXYLASE BETA CHAIN,Lipid transport and metabolism,,Op1866
cg3178,pks,BX927147.1,,3036254.0,3041086.0,-,POLYKETIDE SYNTHASE,"Secondary metabolites biosynthesis, transport, and catabolism",,Op1866
cg3179,fadD2,BX927147.1,,3041446.0,3043308.0,-,PUTATIVE ACYL-COA SYNTHETASE,Lipid transport and metabolism,,Op1867
cg3180,cg3180,BX927147.1,,3043517.0,3044446.0,-,putative secreted protein,Function unknown,,Op1868
cg3181,cg3181,BX927147.1,,3044450.0,3044950.0,-,putative secreted protein,No COG annotation,,Op1868
cg3182,cop1,BX927147.1,,3044953.0,3046926.0,-,Trehalose corynomycolyl transferase,Cell wall/membrane/envelope biogenesis,,Op1868
cg3185,cg3185,BX927147.1,,3047383.0,3048756.0,+,conserved hypothetical protein,Defense mechanisms,,Op1869
cg3186,cmt2,BX927147.1,,3048843.0,3049868.0,-,Trehalose corynomycolyl transferase,Function unknown,,Op1870
cg3187,cg3187,BX927147.1,,3050018.0,3052078.0,-,putative membrane protein,Cell wall/membrane/envelope biogenesis,,Op1871
cg3189,cg3189,BX927147.1,,3052156.0,3053154.0,-,4-hydroxybenzoate polyprenyltransferase or related prenyltransferase,Coenzyme transport and metabolism,,Op1872
cg3190,cg3190,BX927147.1,,3053151.0,3053657.0,-,Membrane-associated phospholipid phosphatase,Lipid transport and metabolism,,Op1872
cg3191,cg3191,BX927147.1,,3053647.0,3055647.0,-,Predicted glycosyltransferase,Function unknown,,Op1872
